Year,USNRank,OrgRank,Ranking_Agency_USN,InstituteName,Master_col,State,PublicPrivate,OverAllScores,OverallScore,PeerAssessmentScore,GraduationRetentionRank,AverageFirstYearRetentionRate,PredictedGraduationRate,ActualGraduationRate,OverUnderperformance,PellGradrate,SocialMobilityRank,FacultyResourcesRank,PercentofClassesUnder20,PercentofClassesof50orMoreStudents,StudentFacultyRatio,Student_Faculty_Ratio,SelectivityRank,SATACT25thPercentile,SATACT75thPercentile,FirstYearStudentsTop10HSclass,AcceptanceRate,FinancialResourcesRank,AverageAlumniGivingRate
2023,331,#331-#440,USNews,University of Houston--Clear Lake,University of Houston--Clear Lake,TX,public,,Bottom 25%,2.2,321,76%,57%,53%,-4,49%,209,346,33%,6%,16,16 to 1,351,970,1160,12%,,334,0.30%
2023,176,176,USNews,University of Idaho,University of Idaho,ID,public,53,53,2.8,280,78%,59%,59%,,51%,69,77,61%,9%,16,16 to 1,269,990,1220,17%,,152,6%
2023,41,41,USNews,University of Illinois Urbana-Champaign,University of Illinois at Urbana-Champaign,IL,public,73,73,4,54,94%,79%,85%,6,78%,209,61,36%,12%,21,21 to 1,52,1330,1530,54%,,55,5%
2023,97,97,USNews,University of Illinois--Chicago,University of Illinois Chicago,IL,public,61,61,3.1,232,81%,51%,62%,11,61%,11,247,30%,20%,19,19 to 1,211,1080,1310,28%,,41,1%
2023,263,263,USNews,University of Indianapolis,University of Indianapolis,IN,private,45,45,2.3,266,72%,60%,63%,3,53%,296,146,68%,0%,12,12 to 1,326,960,1190,14%,,286,10%
2023,83,83,USNews,University of Iowa,University of Iowa,IA,public,63,63,3.6,124,87%,73%,74%,1,63%,372,77,51%,13%,15,15 to 1,131,22,29,33%,,85,5%
2023,121,121,USNews,University of Kansas,University of Kansas,KS,public,58,58,3.4,192,85%,71%,66%,-5,51%,425,91,49%,13%,17,17 to 1,140,21,29,26%,,85,12%
2023,137,137,USNews,University of Kentucky,University of Kentucky,KY,public,56,56,3.2,178,86%,72%,68%,-4,55%,372,182,38%,14%,16,16 to 1,124,22,29,35%,,63,7%
2023,151,151,USNews,University of La Verne,University of La Verne,CA,private,55,55,2.1,171,81%,52%,69%,17,67%,6,84,71%,0%,12,12 to 1,351,905,1135,15%,,121,2%
2023,331,#331-#440,USNews,University of Louisiana at Lafayette,University of Louisiana at Lafayette,LA,public,,Bottom 25%,2.3,336,76%,59%,50%,-9,40%,282,328,37%,7%,19,19 to 1,260,19,24,16%,,344,4%
2023,331,#331-#440,USNews,University of Louisiana at Monroe,University of Louisiana at Monroe,LA,public,,Bottom 25%,2,358,72%,56%,54%,-2,46%,132,355,49%,9%,18,18 to 1,284,20,25,21%,,417,3%
2023,182,182,USNews,University of Louisville,University of Louisville,KY,public,52,52,2.9,256,80%,62%,62%,,51%,282,247,43%,8%,13,13 to 1,166,20,28,27%,,75,9%
2023,219,219,USNews,University of Lynchburg,University of Lynchburg,VA,private,48,48,2,256,77%,61%,66%,5,58%,209,61,73%,0.20%,11,11 to 1,344,960,1160,11%,,248,5%
2023,219,219,USNews,University of Maine,University of Maine,ME,public,48,48,2.9,280,77%,63%,59%,-4,50%,186,328,41%,15%,16,16 to 1,224,1070,1280,21%,,152,6%
2023,331,#331-#440,USNews,University of Mary,University of Mary,ND,private,,Bottom 25%,1.9,256,79%,67%,64%,-3,55%,425,247,65%,3%,14,14 to 1,233,20,27,,,344,
2023,331,#331-#440,USNews,University of Mary Hardin-Baylor,University of Mary Hardin-Baylor,TX,private,,Bottom 25%,2,369,68%,59%,53%,-6,43%,178,231,55%,0.40%,17,17 to 1,367,970,1160,14%,,323,3%
2023,137,137,USNews,"University of Maryland, Baltimore County","University of Maryland, Baltimore County",MD,public,56,56,3.1,153,87%,69%,71%,2,72%,242,286,42%,11%,17,17 to 1,124,1220,1410,29%,,198,3%
2023,55,55,USNews,"University of Maryland, College Park","University of Maryland, College Park",MD,public,69,69,3.8,41,95%,88%,88%,,84%,339,125,46%,17%,18,18 to 1,48,1330,1510,69%,,101,6%
2023,331,#331-#440,USNews,"University of Maryland, Eastern Shore","University of Maryland, Eastern Shore",MD,public,,Bottom 25%,2.2,416,65%,42%,33%,-9,29%,115,42,79%,1%,10,10 to 1,406,805,1018,,,121,6%
2023,67,67,USNews,University of Massachusetts--Amherst,University of Massachusetts--Amherst,MA,public,66,66,3.5,73,91%,74%,84%,10,80%,242,91,46%,18%,18,18 to 1,100,1250,1460,31%,,115,6%
2023,234,234,USNews,University of Massachusetts--Boston,University of Massachusetts--Boston,MA,public,47,47,2.8,347,76%,55%,49%,-6,50%,30,267,37%,7%,15,15 to 1,269,1060,1280,18%,,167,4%
2023,234,234,USNews,University of Massachusetts--Dartmouth,University of Massachusetts--Dartmouth,MA,public,47,47,2.6,321,70%,54%,54%,,49%,69,100,52%,8%,15,15 to 1,326,1030,1260,15%,,167,1%
2023,176,176,USNews,University of Massachusetts--Lowell,University of Massachusetts--Lowell,MA,public,53,53,2.6,192,84%,64%,69%,5,64%,186,136,48%,6%,18,18 to 1,140,1170,1340,25%,,187,6%
2023,263,263,USNews,University of Memphis,University of Memphis,TN,public,45,45,2.6,321,76%,53%,54%,1,48%,82,216,52%,7%,16,16 to 1,305,18,24,16%,,298,5%
2023,55,55,USNews,University of Miami,University of Miami,FL,private,69,69,3.4,66,92%,89%,84%,-5,79%,353,61,51%,8%,13,13 to 1,46,1300,1460,65%,,26,11%
2023,25,25,USNews,University of Michigan--Ann Arbor,University of Michigan-Ann Arbor,MI,public,80,80,4.4,17,97%,89%,94%,5,89%,326,53,54%,19%,15,15 to 1,33,1360,1530,74%,,44,13%
2023,331,#331-#440,USNews,University of Michigan--Flint,University of Michigan--Flint,MI,public,,Bottom 25%,2.4,405,72%,52%,35%,-17,23%,326,61,68%,1%,14,14 to 1,233,1135,,19%,,311,4%
2023,62,62,USNews,"University of Minnesota, Twin Cities",University of Minnesota,MN,public,67,67,3.7,66,93%,82%,84%,2,78%,270,231,37%,19%,17,17 to 1,68,27,32,41%,,49,7%
2023,151,151,USNews,University of Mississippi,University of Mississippi,MS,public,55,55,3,178,87%,70%,68%,-2,57%,403,125,52%,12%,16,16 to 1,160,21,29,25%,,115,7%
2023,121,121,USNews,University of Missouri,University of Missouri,MO,public,58,58,3.2,136,88%,73%,73%,,61%,372,216,43%,17%,18,18 to 1,91,23,30,33%,,179,10%
2023,263,263,USNews,University of Missouri--Kansas City,University of Missouri--Kansas City,MO,public,45,45,2.7,336,74%,63%,57%,-6,46%,250,231,49%,12%,14,14 to 1,119,21,30,35%,,248,4%
2023,212,212,USNews,University of Missouri--St. Louis,University of Missouri-St Louis,MO,public,49,49,2.5,309,77%,59%,58%,-1,53%,75,70,73%,1%,14,14 to 1,140,22,29,28%,,298,5%
2023,285,285,USNews,University of Montana,University of Montana,MT,public,44,44,2.8,358,72%,60%,49%,-11,38%,384,198,56%,9%,16,16 to 1,217,18,26,17%,,167,8%
2023,151,151,USNews,University of Nebraska -- Lincoln,University of Nebraska-Lincoln,NE,public,55,55,3.2,192,82%,70%,66%,-4,54%,303,267,34%,17%,16,16 to 1,131,22,28,31%,,167,15%
2023,299,299,USNews,University of Nebraska Omaha,University of Nebraska Omaha,NE,public,43,43,2.7,336,74%,57%,52%,-5,41%,242,267,45%,4%,15,15 to 1,242,18,25,21%,,399,4%
2023,285,285,USNews,"University of Nevada, Las Vegas","University of Nevada, Las Vegas",NV,public,44,44,2.7,374,78%,57%,47%,-10,44%,105,198,43%,11%,18,18 to 1,242,18,25,21%,,219,3%
2023,263,263,USNews,"University of Nevada, Reno","University of Nevada, Reno",NV,public,45,45,2.5,246,80%,65%,62%,-3,53%,282,407,32%,23%,17,17 to 1,203,20,26,24%,,141,4%
2023,285,285,USNews,University of New England,University of New England,ME,private,44,44,2.2,217,77%,65%,66%,1,59%,270,300,49%,5%,12,12 to 1,269,1040,1210,,,226,5%
2023,137,137,USNews,University of New Hampshire,University of New Hampshire,NH,public,56,56,3,103,86%,68%,78%,10,74%,228,346,36%,16%,17,17 to 1,180,1110,1300,19%,,141,7%
2023,212,212,USNews,University of New Mexico,University of New Mexico (Main campus),NM,public,49,49,2.9,330,74%,67%,51%,-16,46%,90,136,51%,8%,13,13 to 1,284,20,26,,,55,
2023,331,#331-#440,USNews,University of New Orleans,University of New Orleans,LA,public,,Bottom 25%,2.3,413,67%,50%,38%,-12,34%,90,328,45%,9%,19,19 to 1,299,18,24,16%,,388,3%
2023,29,29,USNews,University of North Carolina at Chapel Hill,University of North Carolina at Chapel Hill,NC,public,78,78,4.2,25,96%,89%,92%,3,88%,160,113,41%,13%,16,16 to 1,37,29,33,74%,,37,14%
2023,219,219,USNews,University of North Carolina at Greensboro,University of North Carolina at Greensboro,NC,public,48,48,2.7,280,78%,51%,58%,7,55%,18,247,40%,9%,17,17 to 1,351,21,26,1%,,344,3%
2023,219,219,USNews,University of North Carolina--Charlotte,University of North Carolina at Charlotte,NC,public,48,48,2.9,210,84%,63%,66%,3,63%,63,401,26%,26%,20,20 to 1,203,21,26,16%,,380,4%
2023,202,202,USNews,University of North Carolina--Wilmington,University of North Carolina Wilmington,NC,public,50,50,2.6,136,84%,70%,72%,2,67%,250,286,45%,7%,16,16 to 1,166,24,28,15%,,388,3%
2023,250,250,USNews,University of North Dakota,University of North Dakota,ND,public,46,46,2.7,256,79%,69%,62%,-7,53%,428,364,39%,12%,17,17 to 1,203,20,26,22%,,95,5%
2023,263,263,USNews,University of North Florida,University of North Florida,FL,public,45,45,2.4,232,82%,64%,62%,-2,59%,140,374,31%,11%,19,19 to 1,269,1000,1210,14%,,388,2%
2023,285,285,USNews,University of North Texas,University of North Texas,TX,public,44,44,2.6,289,80%,59%,58%,-1,57%,46,412,27%,16%,26,26 to 1,242,1010,1240,19%,,399,3%
2023,331,#331-#440,USNews,University of Northern Colorado,University of Northern Colorado,CO,public,,Bottom 25%,2.5,347,71%,59%,52%,-7,45%,270,339,45%,8%,14,14 to 1,311,970,1210,13%,,380,2%
2023,18,18,USNews,University of Notre Dame,University of Notre Dame,IN,private,84,84,4.2,1,98%,97%,96%,-1,92%,395,17,60%,11%,9,9 to 1,18,32,35,91%,,29,36%
2023,127,127,USNews,University of Oklahoma,University of Oklahoma,OK,public,57,57,3.2,136,89%,74%,76%,2,67%,384,146,48%,10%,17,17 to 1,114,23,29,32%,,198,6%
2023,105,105,USNews,University of Oregon,University of Oregon,OR,public,60,60,3.5,124,86%,70%,74%,4,67%,263,216,35%,20%,18,18 to 1,195,1110,1330,,,132,5%
2023,7,7,USNews,University of Pennsylvania,University of Pennsylvania,PA,private,94,94,4.6,2,97%,97%,96%,-1,95%,313,6,68%,9%,7,7 to 1,5,1480,1570,93%,,13,37%
2023,331,#331-#440,USNews,University of Phoenix,University of Phoenix,AZ,proprietary,,Bottom 25%,1.3,440,38%,28%,10%,-18,,160,439,,,77,77 to 1,,,,,,439,
2023,331,#331-#440,USNews,University of Pikeville,University of Pikeville,KY,private,,Bottom 25%,1.8,427,61%,43%,33%,-10,32%,186,286,62%,1%,13,13 to 1,299,17,23,21%,,265,3%
2023,62,62,USNews,University of Pittsburgh,University of Pittsburgh-Pittsburgh campus,PA,public,67,67,3.6,57,93%,83%,84%,1,76%,403,165,42%,16%,14,14 to 1,64,1250,1470,45%,,32,7%
2023,250,250,USNews,University of Puerto Rico--Rio Piedras,University of Puerto Rico--Rio Piedras,PR,public,46,46,2.4,289,84%,49%,55%,6,,33,426,,,15,15 to 1,,,,,,412,
2023,182,182,USNews,University of Rhode Island,University of Rhode Island,RI,public,52,52,2.9,161,85%,65%,70%,5,61%,270,247,40%,12%,16,16 to 1,284,1070,1278,18%,,198,3%
2023,36,36,USNews,University of Rochester,University of Rochester,NY,private,75,75,3.5,48,93%,87%,86%,-1,83%,209,21,80%,8%,9,9 to 1,40,1370,1520,71%,,21,19%
2023,97,97,USNews,University of San Diego,University of San Diego,CA,private,61,61,3.1,86,90%,78%,80%,2,81%,326,113,40%,0.10%,12,12 to 1,107,1160,1340,29%,,121,8%
2023,105,105,USNews,University of San Francisco,University of San Francisco,CA,private,60,60,3,136,83%,68%,76%,8,81%,154,125,43%,2%,13,13 to 1,119,1190,1390,33%,,121,5%
2023,331,#331-#440,USNews,University of South Alabama,University of South Alabama,AL,public,,Bottom 25%,2.2,381,74%,61%,47%,-14,42%,160,247,56%,5%,17,17 to 1,233,19,26,,,286,5%
2023,115,115,USNews,University of South Carolina,University of South Carolina-Columbia,SC,public,59,59,3.2,100,89%,75%,78%,3,71%,361,198,40%,14%,18,18 to 1,107,1150,1360,30%,,219,6%
2023,263,263,USNews,University of South Dakota,University of South Dakota,SD,public,45,45,2.7,266,78%,67%,60%,-7,45%,395,300,48%,8%,15,15 to 1,251,19,25,15%,,226,4%
2023,97,97,USNews,University of South Florida,University of South Florida (Tampa),FL,public,61,61,2.9,110,91%,66%,75%,9,72%,38,198,42%,14%,22,22 to 1,124,1140,1340,30%,,198,9%
2023,25,25,USNews,University of Southern California,University of Southern California,CA,private,80,80,3.9,25,95%,93%,92%,-1,89%,209,38,62%,12%,9,9 to 1,27,1410,1540,80%,,21,33%
2023,331,#331-#440,USNews,University of Southern Mississippi,University of Southern Mississippi,MS,public,,Bottom 25%,2.4,358,71%,56%,52%,-4,43%,123,300,45%,10%,16,16 to 1,344,19,26,,,358,6%
2023,299,299,USNews,University of St. Francis,University of St. Francis,IL,private,43,43,2,232,79%,59%,65%,6,52%,168,231,71%,0%,13,13 to 1,357,920,1170,,,334,5%
2023,137,137,USNews,University of St. Thomas (MN),University of St. Thomas (MN),MN,private,56,56,2.6,100,87%,73%,78%,5,71%,339,113,43%,1%,13,13 to 1,140,22,28,23%,,198,8%
2023,250,250,USNews,University of St. Thomas (TX),University of St. Thomas (TX),TX,private,46,46,2.1,217,82%,60%,62%,2,64%,36,374,47%,2%,13,13 to 1,269,1030,1227,21%,,274,7%
2023,331,#331-#440,USNews,University of Tennessee at Chattanooga,University of Tennessee at Chattanooga,TN,public,,Bottom 25%,2.6,347,74%,62%,54%,-8,47%,178,314,39%,9%,18,18 to 1,229,20,26,,,358,3%
2023,115,115,USNews,"University of Tennessee, Knoxville",The University of Tennessee-Knoxville,TN,public,59,59,3.3,136,88%,78%,72%,-6,60%,250,198,28%,16%,17,17 to 1,79,25,31,35%,,132,10%
2023,38,38,USNews,University of Texas at Austin,University of Texas at Austin,TX,public,74,74,4.1,41,96%,85%,88%,3,81%,186,84,39%,24%,18,18 to 1,32,1230,1500,86%,,70,8%
2023,331,#331-#440,USNews,University of Texas at San Antonio,The University of Texas at San Antonio,TX,public,,Bottom 25%,2.7,374,76%,55%,51%,-4,50%,33,434,17%,38%,26,26 to 1,260,1020,1220,16%,,380,3%
2023,299,299,USNews,University of Texas Rio Grande Valley,University of Texas Rio Grande Valley,TX,public,43,43,2.2,358,76%,39%,51%,12,49%,36,401,29%,11%,20,20 to 1,367,16,21,19%,,388,0.40%
2023,331,#331-#440,USNews,University of the Cumberlands,University of the Cumberlands,KY,private,,Bottom 25%,1.8,416,66%,52%,39%,-13,,132,346,65%,2%,20,20 to 1,320,18,24,10%,,438,5%
2023,299,299,USNews,University of the Incarnate Word,University of the Incarnate Word,TX,private,43,43,2,321,74%,52%,57%,5,51%,46,125,60%,2%,13,13 to 1,357,925,1160,18%,,274,4%
2023,151,151,USNews,University of the Pacific,University of the Pacific,CA,private,55,55,2.6,178,84%,66%,66%,,63%,82,231,42%,6%,13,13 to 1,131,1120,1380,36%,,65,6%
2023,285,285,USNews,University of Toledo,University of Toledo,OH,public,44,44,2.4,321,76%,59%,56%,-3,43%,339,146,50%,10%,20,20 to 1,190,21,28,23%,,226,5%
2023,137,137,USNews,University of Tulsa,University of Tulsa,OK,private,56,56,2.7,136,85%,87%,73%,-14,64%,403,42,61%,3%,10,10 to 1,119,22,29,39%,,101,11%
2023,105,105,USNews,University of Utah,University of Utah,UT,public,60,60,3.3,153,89%,71%,67%,-4,57%,303,286,41%,19%,18,18 to 1,149,22,30,,,41,13%
2023,121,121,USNews,University of Vermont,University of Vermont,VT,public,58,58,3.1,103,87%,77%,77%,,72%,326,314,40%,16%,18,18 to 1,91,1240,1410,40%,,75,7%
2023,25,25,USNews,University of Virginia,University of Virginia (Main campus),VA,public,80,80,4.3,11,97%,96%,94%,-2,90%,361,35,52%,16%,15,15 to 1,18,1390,1530,90%,,44,15%
2023,55,55,USNews,University of Washington,University of Washington,WA,public,69,69,4,57,94%,90%,84%,-6,81%,228,380,28%,26%,21,21 to 1,62,1220,1470,61%,,32,9%
2023,331,#331-#440,USNews,University of West Georgia,University of West Georgia,GA,public,,Bottom 25%,2.1,393,70%,46%,42%,-4,40%,53,339,48%,5%,16,16 to 1,383,18,24,,,367,2%
2023,250,250,USNews,University of Wisconsin--La Crosse,University of Wisconsin--La Crosse,WI,public,46,46,2.5,153,85%,71%,73%,2,69%,270,401,26%,12%,19,19 to 1,173,21,26,20%,,412,3%
2023,38,38,USNews,University of Wisconsin--Madison,University of Wisconsin-Madison,WI,public,74,74,4.1,39,95%,85%,89%,4,86%,384,84,46%,22%,18,18 to 1,57,28,32,49%,,51,13%
2023,331,#331-#440,USNews,University of Wisconsin--Milwaukee,University of Wisconsin-Milwaukee,WI,public,,Bottom 25%,2.8,374,75%,58%,47%,-11,43%,228,328,51%,10%,19,19 to 1,311,19,24,10%,,323,3%
2023,331,#331-#440,USNews,University of Wisconsin--Oshkosh,University of Wisconsin--Oshkosh,WI,public,,Bottom 25%,2.4,300,75%,60%,57%,-3,,270,412,,,23,23 to 1,365,19,24,,,424,
2023,202,202,USNews,University of Wyoming,University of Wyoming,WY,public,50,50,2.7,266,78%,70%,60%,-10,47%,420,146,45%,9%,14,14 to 1,180,21,27,20%,,77,7%
2023,250,250,USNews,Utah State University,Utah State University,UT,public,46,46,2.7,336,74%,66%,55%,-11,52%,242,198,51%,10%,22,22 to 1,149,21,29,23%,,152,5%
2023,331,#331-#440,USNews,Valdosta State University,Valdosta State University,GA,public,,Bottom 25%,2.2,410,66%,50%,41%,-9,39%,69,165,61%,3%,19,19 to 1,383,940,1140,,,427,2%
2023,176,176,USNews,Valparaiso University,Valparaiso University,IN,private,53,53,2.7,161,82%,69%,74%,5,65%,186,216,59%,4%,12,12 to 1,152,1080,1330,32%,,187,11%
2023,13,13,USNews,Vanderbilt University,Vanderbilt University,TN,private,88,88,4.3,17,97%,96%,93%,-3,90%,326,16,61%,10%,8,8 to 1,11,34,35,91%,,11,24%
2023,51,51,USNews,Villanova University,Villanova University,PA,private,70,70,3.5,25,96%,87%,91%,4,88%,361,113,42%,3%,10,10 to 1,40,1350,1490,70%,,85,20%
2023,166,166,USNews,Virginia Commonwealth University,Virginia Commonwealth University,VA,public,54,54,3,178,84%,63%,68%,5,63%,132,267,48%,10%,17,17 to 1,217,1070,1300,18%,,152,3%
2023,62,62,USNews,Virginia Tech,Virginia Polytechnic Institute and State University,VA,public,67,67,3.7,54,93%,78%,87%,9,83%,339,146,38%,19%,13,13 to 1,124,1210,1410,,,141,18%
2023,29,29,USNews,Wake Forest University,Wake Forest University,NC,private,78,78,3.7,37,95%,96%,90%,-6,91%,412,25,57%,1%,11,11 to 1,33,30,33,69%,,9,20%
2023,317,317,USNews,Walsh University,Walsh University,OH,private,42,42,1.8,256,74%,60%,69%,9,67%,115,198,74%,0.20%,14,14 to 1,211,20,26,,,344,
2023,212,212,USNews,Washington State University,Washington State University,WA,public,49,49,3.1,256,80%,67%,60%,-7,50%,197,364,32%,20%,15,15 to 1,284,1020,1240,,,187,9%
2023,15,15,USNews,Washington University in St. Louis,Washington University in St Louis,MO,private,87,87,4.2,17,96%,97%,93%,-4,93%,395,14,66%,10%,7,7 to 1,11,33,35,89%,,4,19%
2023,250,250,USNews,Wayne State University,Wayne State University,MI,public,46,46,2.7,321,80%,57%,56%,-1,47%,90,314,31%,14%,16,16 to 1,299,1000,1230,,,132,4%
2023,250,250,USNews,West Chester University of Pennsylvania,West Chester University of Pennsylvania,PA,public,46,46,2.2,119,85%,64%,73%,9,65%,263,346,27%,5%,20,20 to 1,311,1070,1250,13%,,388,2%
2023,234,234,USNews,West Virginia University,West Virginia University,WV,public,47,47,2.9,246,80%,65%,63%,-2,53%,326,364,36%,16%,19,19 to 1,242,1030,1230,,,167,
2023,263,263,USNews,Western Carolina University,Western Carolina University,NC,public,45,45,2.4,232,79%,56%,61%,5,57%,46,355,30%,3%,15,15 to 1,251,19,25,16%,,412,2%
2023,331,#331-#440,USNews,Western Kentucky University,Western Kentucky University,KY,public,,Bottom 25%,2.3,316,74%,60%,57%,-3,43%,339,300,48%,5%,18,18 to 1,242,19,25,23%,,367,4%
2023,285,285,USNews,Western Michigan University,Western Michigan University,MI,public,44,44,2.5,289,78%,60%,56%,-4,47%,168,231,46%,8%,17,17 to 1,269,1000,1220,16%,,311,4%
2023,234,234,USNews,Western New England University,Western New England University,MA,private,47,47,2.1,232,77%,65%,63%,-2,53%,209,77,49%,0.20%,13,13 to 1,195,1128,1280,24%,,219,4%
2023,331,#331-#440,USNews,Wichita State University,Wichita State University,KS,public,,Bottom 25%,2.5,369,71%,60%,48%,-12,38%,263,346,47%,9%,19,19 to 1,217,19,26,20%,,187,5%
2023,219,219,USNews,Widener University,Widener University,PA,private,48,48,2.2,200,82%,62%,68%,6,56%,296,70,67%,2%,12,12 to 1,284,1080,1275,,,248,3%
2023,234,234,USNews,Wilkes University,Wilkes University,PA,private,47,47,1.9,246,76%,60%,61%,1,54%,82,91,62%,4%,13,13 to 1,233,1040,1250,20%,,226,11%
2023,41,41,USNews,William & Mary,William & Mary,VA,public,73,73,3.9,32,94%,95%,91%,-4,90%,412,70,46%,7%,13,13 to 1,28,1360,1520,82%,,105,21%
2023,317,317,USNews,William Carey University,William Carey University,MS,private,42,42,1.8,347,79%,49%,48%,-1,,27,125,79%,1%,13,13 to 1,166,20,28,27%,,406,2%
2023,331,#331-#440,USNews,William Woods University,William Woods University,MO,private,,Bottom 25%,1.9,309,72%,68%,57%,-11,,421,430,,,10,10 to 1,,,,,,380,
2023,331,#331-#440,USNews,Wilmington University,Wilmington University,DE,private,,Bottom 25%,2.2,436,56%,50%,23%,-27,,439,231,96%,0%,15,15 to 1,,,,,,424,
2023,331,#331-#440,USNews,Wingate University,Wingate University,NC,private,,Bottom 25%,2.1,358,65%,59%,61%,2,51%,140,267,42%,1%,15,15 to 1,367,19,24,11%,,334,
2023,285,285,USNews,Winston-Salem State University,Winston-Salem State University,NC,public,44,44,2.2,336,77%,32%,50%,18,,18,395,,,16,16 to 1,408,900,1030,,,358,
2023,67,67,USNews,Worcester Polytechnic Institute,Worcester Polytechnic Institute,MA,private,66,66,3.1,25,95%,87%,87%,,78%,395,28,66%,11%,14,14 to 1,,,,59%,,85,7%
2023,331,#331-#440,USNews,Wright State University,Wright State University,OH,public,,Bottom 25%,2.4,405,64%,57%,44%,-13,31%,353,364,,,14,14 to 1,333,17,24,15%,,274,
2023,166,166,USNews,Xavier University,Xavier University,OH,private,54,54,3,144,84%,73%,75%,2,58%,429,198,43%,1%,11,11 to 1,251,22,28,15%,,248,12%
2023,3,3,USNews,Yale University,Yale University,CT,private,96,96,4.8,11,90%,96%,97%,1,93%,270,6,71%,11%,6,6 to 1,5,1480,1580,97%,,1,22%
